"","IEE_est","IEE_var","IEE_var_CR2","IEE_var_jk","IEEw_est","IEEw_var","IEEw_var_CR2","IEEw_var_jk","FE_est","FE_var","FE_var_CR2","FE_var_jk","FEw_est","FEw_var","FEw_var_CR2","FEw_var_jk","EME_est","EME_var","EME_var_jk","EMEw_est","EMEw_var","EMEw_var_jk","NEME_est","NEME_var","NEME_var_jk","NEMEw_est","NEMEw_var","NEMEw_var_jk"
"1",0.834732199041015,0.0126952980031615,0.0290383599167094,0.0369912576123098,0.727437515992399,0.0107840014939191,0.0371749924412573,0.0428526706582664,0.612610066101659,0.0150642168695231,0.0245340952229172,0.0340995161093466,0.422648517364988,0.0124720404664102,0.04479676771096,0.0489459733371641,0.627523094908088,0.014937381175816,0.0294138870945034,0.445479053076351,0.0381870072927651,0.0479841727001112,0.551411397428316,0.0324019882417418,0.0436557208074169,0.2764930182139,0.0480950299556914,0.0870624636173854
"2",0.381145355015609,0.0107978001306335,0.0646962992732027,0.0837451418842194,0.00319547314270884,0.0112768062708724,0.0680464857155003,0.0835578569867206,0.287664031137831,0.0146737473519742,0.0599450412011851,0.0775229679656221,-0.151228813405634,0.0148177251468931,0.0781321721234366,0.097059403389871,0.292210214288604,0.0145313001373769,0.0740812536182124,-0.14324541435879,0.0734124990265263,0.0935015574389415,-0.0151114191747533,0.0771219526445712,0.0989183547502549,-0.348514939339522,0.0659470247164314,0.0980546143045437
"3",0.525128516489667,0.0119069396025217,0.0682142887257729,0.0993759269873483,0.427249862379235,0.0124915700272094,0.0164236377353616,0.0264256446992303,0.536967401106714,0.0143282689069994,0.00555059974322261,0.00754263524177226,0.509960964025799,0.0130878555527632,0.0142939879715431,0.0177326172289407,0.539344416929723,0.01424402708801,0.00644976268448102,0.50973370561126,0.0109019462516583,0.0137525047642979,0.539344416926112,0.0142440270879505,0.00644976266614463,0.518770183894489,0.0120106469593496,0.0167794431479111
"4",0.100307804594629,0.0105073961170657,0.0317346921971206,0.0397825560698687,0.229519825608369,0.00971284999206151,0.0312861729938468,0.0390875661686473,0.452993511681206,0.0138156211965985,0.0396674895185353,0.0515006536825808,0.46143764656843,0.0127549780508606,0.0317758619652088,0.0389773995255003,0.455188821918649,0.0136828792507988,0.0490392973588887,0.470708456062281,0.0270351734710225,0.0339189384191853,0.45323907038309,0.0351992008517117,0.0474604474986464,0.334162598526925,0.0384047383503348,0.0943423652776481
"5",0.740089188930097,0.00986862221436547,0.0384260216546933,0.0517000928924119,0.467226416620874,0.00903346040476324,0.0281226563247359,0.0373248867389787,0.754366714696236,0.0139477887749453,0.0120792805595053,0.0165139579544527,0.630930307706894,0.0127576237256984,0.0205322008411158,0.0226676934026662,0.757298556323194,0.0137853457699975,0.0167219090821219,0.628559861381853,0.0174514064129649,0.0222540959365467,0.757298557611876,0.0137853457480142,0.0167219108748796,0.582756068053522,0.0211197089091885,0.0419836174376218
"6",0.498460432261519,0.0105159749749054,0.0570571139451449,0.0806214064784474,0.555498533184605,0.0105307449582214,0.0467630252087546,0.0551711450513994,0.407683561727587,0.0144524019993459,0.0357215485981809,0.0503743017275752,0.544827900444527,0.0136488170954571,0.0505446251671913,0.0563207869534704,0.414585881517652,0.0143265706512015,0.0507561060770735,0.553667134353223,0.0443912680896808,0.0558015497577905,0.454603008677245,0.0285316541239613,0.0606455475597488,0.454003934843258,0.0773701843088715,0.080588353728793
"7",0.739098486057726,0.00910260711194873,0.0182223806435424,0.0247823129666476,0.800330825624322,0.0104917895790635,0.019105630340182,0.0233166010216888,0.59787183412305,0.0125546963261897,0.015537127306701,0.020963023856941,0.568663525117094,0.011970004534693,0.0191026478609063,0.0249313201723107,0.604069801319084,0.0124728046135073,0.0190233520596249,0.575807258071795,0.0160821441141836,0.0203601460596972,0.601106135787257,0.0150198348486322,0.0198926550621551,0.588249423074237,0.0157073844961345,0.0271762234264842
"8",0.447401877213676,0.0102243251019672,0.0787870259306239,0.115218837514042,0.327481604750809,0.0104358293333163,0.0499665506472857,0.0612971750203809,0.574495423364006,0.0139410556035958,0.0525585806489,0.071373386755407,0.220798191148374,0.0137550683976984,0.0694990566158283,0.0872173111051075,0.578007397570063,0.0138094558294873,0.0668058756819509,0.240764488402979,0.0644634332688602,0.0817806897401131,0.360720598999619,0.0649748424265755,0.0841990216064203,0.0951167623147774,0.0830277630978994,0.161717349821436
"9",0.576760238524839,0.00990200705117822,0.0444672960362288,0.06055098835039,0.242055245459849,0.00963138412495216,0.0490761117886657,0.0605874629544005,0.58406910958242,0.0130206250754819,0.0573036596875868,0.0802760542874239,0.403317202620969,0.0123305509861213,0.0232603917001318,0.0322016951150957,0.575295375883697,0.0129085721704519,0.0806975035258552,0.385804126992288,0.0247836009793623,0.0319610805594528,0.493381536179348,0.0361070049598375,0.0420197711557579,0.319654840293402,0.0194867028499926,0.031724161236002
"10",0.244538530628323,0.0110115435645948,0.0138179783325764,0.0193575208724582,0.303463598577075,0.0109700331834599,0.0052268095583668,0.00713333258639142,0.243668496721621,0.0140100395953654,0.0304154432289314,0.0418119489882198,0.200636692825905,0.0141852545043995,0.0226412217121351,0.0268271263854308,0.24729424331948,0.0139007703466765,0.0423889469360346,0.211496157903636,0.0205928159735845,0.0261968725395649,0.246373069736229,0.0237010133558723,0.0327398542504079,0.179586469390562,0.0216113749102172,0.041931880637364
