"","IEE_est","IEE_var","IEE_var_CR2","IEE_var_jk","IEEw_est","IEEw_var","IEEw_var_CR2","IEEw_var_jk","FE_est","FE_var","FE_var_CR2","FE_var_jk","FEw_est","FEw_var","FEw_var_CR2","FEw_var_jk","EME_est","EME_var","EME_var_jk","EMEw_est","EMEw_var","EMEw_var_jk","NEME_est","NEME_var","NEME_var_jk","NEMEw_est","NEMEw_var","NEMEw_var_jk"
"1",0.411465809164232,0.0124557438978511,0.0187769102572468,0.0307203863958357,0.30610675410514,0.00930768549558142,0.0171852988089285,0.0203174024758041,0.479129876835411,0.0167825643593508,0.0155697396391141,0.0201747161407534,0.476532826300715,0.0130945673407097,0.0113467871424719,0.0144070434809782,0.492305842565726,0.0165378034759881,0.0226776813083687,0.500697811180788,0.0118812633560825,0.0150966720807136,0.491969584422156,0.0272891273739222,0.0186707707980934,0.485047943257051,0.0107669711950132,0.0152924414644226
"2",-0.000728169788356557,0.0101412718041639,0.0196928469509072,0.0249386763359118,0.0517332277322815,0.010044709155869,0.0232892823556179,0.0263524040197271,0.24990310785462,0.0140498132606906,0.0282863985299422,0.0365457140179055,0.286136164006119,0.012879083497073,0.0213046783833677,0.0263353942556792,0.241732787108593,0.0139237863166098,0.0348386488835842,0.275331284999759,0.0194798872643385,0.024972514611671,0.247849938826663,0.0270040758588504,0.0337951504257809,0.277887825709959,0.0209544476236816,0.0321078702701622
"3",0.337339357294142,0.0126499700262009,0.0119881513163658,0.0133859834644617,0.389846659901733,0.0110846804441067,0.0446540971558678,0.049205523926016,0.444422610990495,0.0174103923974704,0.0269511768784265,0.0454586365519233,0.461176801163173,0.0137075538594262,0.0298626493954658,0.0348795132734425,0.461030345553171,0.0172066941471582,0.0354078434253871,0.492174166472543,0.0256485487385248,0.0317253290560571,0.455255229059567,0.0326593766851043,0.0294701984078307,0.573170641046168,0.0340982918802395,0.0631765927100891
"4",0.582622993118419,0.0101168567553495,0.0394157863466541,0.0573082667755171,0.653654403568703,0.0101566798111075,0.0154837190613389,0.0215195146893731,0.421174952214171,0.0142274352472559,0.0168532050532879,0.0208255431808821,0.335823334621982,0.0139172194117811,0.0353563180095939,0.0397542173852531,0.430726835034874,0.0140885936164193,0.0206260858075432,0.354433168145345,0.0308928308804037,0.0396177761947896,0.418830569015352,0.022654776863922,0.0227646426653629,0.400249346353421,0.0407901029366493,0.0942177843808077
"5",0.673535739398698,0.00985534756460254,0.0467362278478973,0.0597855213454948,0.80244233811656,0.00955330298642525,0.0406116896887758,0.0494082566039742,0.543909085351026,0.0139285806068755,0.0221225260053809,0.0276927714002895,0.696953590295854,0.0136892115650579,0.0311086401861173,0.0358993530188794,0.54270447664062,0.0137689237151551,0.0272646744978981,0.7045019140218,0.0302697391163381,0.0390154166358237,0.578304961208209,0.024902035143945,0.0212394104894306,0.736811397872312,0.045891189056522,0.0633813033175806
"6",0.365150750873038,0.00995288517613281,0.0506163279259132,0.0623634911850747,0.393660516270718,0.00993446602835653,0.0299563948692797,0.0386314849790256,0.0236896138893234,0.0131102278209267,0.0564275735064503,0.0734234727472793,0.157612400115394,0.0131632860559503,0.0330426385975557,0.0420945990669301,0.032642614054087,0.0129982557954245,0.0743258147870937,0.168068233649787,0.0318280519951052,0.0404560688229542,0.125610043351741,0.0433466104940044,0.045645388046517,0.274238423386041,0.0270680414650878,0.0490519232222665
"7",0.438891741152601,0.010077902049605,0.0510561160631454,0.0659662413436894,0.327608321770622,0.00944924875585168,0.0688757250190879,0.0780713352993423,-0.00475764129714676,0.0130691756898141,0.033578536220749,0.0439701969309288,-0.110139368484806,0.0116561597453623,0.0415039554084062,0.0483695783067265,0.00491817714943946,0.0129711000931443,0.0444292897783601,-0.0965047314906689,0.0407411704689131,0.0511044762323197,-0.0281533871854622,0.0364394216677906,0.038191580087335,-0.0784010551660467,0.0504756395864154,0.0503470882241195
"8",0.506835460832159,0.0108556197574064,0.128478893670749,0.166338035730422,0.441071622696507,0.0109209471607868,0.0445907405299813,0.0665786603794851,0.292168266300911,0.0142652502065794,0.0408670307329432,0.0498022444592107,0.18268161620173,0.0144069472250838,0.0519766034311096,0.0606463927145703,0.293243022672615,0.0141376785962668,0.0496406483717445,0.186314388468352,0.0442310261116663,0.0558608654773739,0.240140292954729,0.0473268258352847,0.0435052326569936,0.0777399058271093,0.0490486571715392,0.0799678400006153
"9",-0.00537741547562982,0.0100834604726651,0.0225992846055459,0.0293671188532039,-0.0246487993019244,0.00988826827294954,0.0170246470087226,0.0205247125233316,0.152737182952445,0.0131384578338154,0.049080158730658,0.0682734133928706,0.0580125662344544,0.0131769107999408,0.0433825267969027,0.0496421861997826,0.155542702147479,0.0130330531769582,0.0670489285497237,0.0657636557729392,0.0369008028300695,0.0469503886652797,0.110941819905703,0.0337161569454412,0.0539463567562727,0.0309002085718534,0.0522865427710369,0.0641997239865382
"10",0.323698309687566,0.00988856090966995,0.0698882742179532,0.102365629944695,0.440016404618672,0.0108468569915009,0.0528601931688879,0.063842878626632,0.129642437343438,0.01371372818573,0.064734451491517,0.0887184573264594,0.25007236825983,0.0131826346986953,0.0666964119849673,0.0821334969723186,0.133852559926315,0.0136050716421358,0.0862097241514856,0.261386463056689,0.0615191318018668,0.0783884638025593,0.255564546105877,0.0678220164979582,0.0772166945828009,0.386796958633308,0.064186189160271,0.233128898076853
"11",0.466945907337127,0.0127705828628854,0.0195213107415963,0.0281583372802027,0.530019277996927,0.00938429640244786,0.0112376387957496,0.014876371687742,0.251180266637796,0.0157984671540149,0.0128814974635732,0.0142727104739101,0.331835581751385,0.0121000879516174,0.0442766014615936,0.0477279481993029,0.240247033311714,0.0156152234468329,0.0131361255736827,0.306051490431562,0.0350870327230952,0.0465487943020431,0.243515487189424,0.0179383349131027,0.0147228819435222,0.354824328797506,0.0557778383005898,0.0699816259513813
