"","IEE_est","IEEw_est","FE_est","FEw_est","EME_est","EMEw_est","NEME_est","NEMEw_est"
"1",0.656743757423691,0.512121108839105,0.530256995362153,0.411266840670669,0.633636796039874,0.453932233714242,0.633635314365201,0.446117455539267
"2",0.744253309327025,0.684299611413044,0.761863266012976,0.669731122500777,0.744253309327034,0.684299611413041,0.744253309327034,0.690070342145718
"3",0.486268597687885,0.232146203391931,0.468779835301021,0.323115902879649,0.44886862078013,0.203582035484957,0.424418606724734,0.193505878844442
"4",0.390824970574734,0.316694030157164,0.52688037902406,0.397408721206062,0.497201761126831,0.367733397373556,0.49720177348518,0.344111692690864
"5",0.458090181362469,0.318318110534483,0.46142172010376,0.400826520566413,0.447729113988975,0.336652661719337,0.355721146641266,0.194168625006154
"6",0.568777821587695,0.29612124772793,0.422849938127304,0.124093541644879,0.462425868114661,0.191133859203898,0.462425866100369,0.131168116013008
"7",0.598532152255879,0.522520095509881,0.590445323405809,0.600381278352467,0.581349878883705,0.506383229137228,0.581349879035212,0.512377271089363
"8",0.583919557246294,0.491799530795805,0.576647010470581,0.60044040853527,0.583919557246305,0.479544782757821,0.583919557246305,0.437297867065119
"9",0.33734745281271,0.175490013003761,0.393361233052561,0.17234154730188,0.362775396960728,0.164760948537326,0.246438588020428,0.109154261632274
"10",0.45406084738509,0.257987356605835,0.491110674901773,0.273890104098704,0.467552836242585,0.236690972971698,0.342148121574534,0.117781904032386
"11",0.192232969799305,0.0571221304363994,0.387295963509495,0.112900578891408,0.305706027689661,0.0579304815943056,0.128051089224446,0.0601928588217738
"12",0.40787767751455,0.273324190600285,0.38669898972928,0.0402661100333935,0.400093391195312,0.14538076234789,0.400093427141761,0.156371894267806
"13",0.392575810761632,0.422424728515144,0.56830576380871,0.51050066454677,0.539425897139825,0.464728782229288,0.539425899763531,0.450255476022601
"14",0.265488137631038,-0.0393950978159885,0.442466846514276,0.165339582843937,0.380711347835377,-0.0208833445765294,0.233540104086382,-0.0785969878282514
"15",0.463333951771823,0.338073977310252,0.435059909296761,0.311166561954737,0.43802434040207,0.308964722550851,0.438024345611964,0.309669574161604
"16",0.459017276932568,0.433569875105469,0.437035273457273,0.319462264289015,0.445840444119401,0.417040055402406,0.440547401315978,0.46589089033818
"17",0.561552161422361,0.570253716800386,0.610706858729047,0.567536572645755,0.576828953982327,0.580522756047685,0.575078313295726,0.557522885216583
"18",0.499547690139967,0.469114569356409,0.417921907984837,0.249351823624713,0.489656843680867,0.455177293761055,0.489656848313642,0.429619666519894
